time,value
0.15567567567567567,0.974025974025974
0.2594594594594595,1.0064935064935066
0.3372972972972973,1.0064935064935066
0.4410810810810811,1.038961038961039
0.5448648648648649,1.038961038961039
0.5967567567567568,1.0714285714285714
0.6486486486486487,1.0714285714285714
0.6745945945945946,1.0714285714285714
0.7005405405405405,1.0714285714285714
0.7524324324324324,1.0714285714285714
0.8043243243243243,1.0714285714285714
0.8302702702702702,1.0714285714285714
0.8562162162162164,1.0714285714285714
0.8821621621621621,1.0714285714285714
0.9081081081081082,1.038961038961039
0.9340540540540541,1.0064935064935066
0.96,0.974025974025974
0.9859459459459459,0.974025974025974
1.0118918918918918,0.974025974025974
1.037837837837838,0.9415584415584416
1.0637837837837838,0.9415584415584416
1.0897297297297297,0.9415584415584416
1.1156756756756756,0.9415584415584416
1.1416216216216215,0.9090909090909092
1.1675675675675676,0.9090909090909092
1.1935135135135135,0.9090909090909092
1.2194594594594594,0.9090909090909092
1.2713513513513512,0.9090909090909092
1.2972972972972974,0.9090909090909092
1.3232432432432433,0.9090909090909092
1.3491891891891892,0.9090909090909092
1.375135135135135,0.9090909090909092
1.401081081081081,0.9090909090909092
1.427027027027027,0.9090909090909092
1.452972972972973,0.9090909090909092
1.5048648648648648,0.9090909090909092
1.5308108108108107,0.9090909090909092
1.5567567567567568,0.9090909090909092
1.582702702702703,0.9090909090909092
1.6086486486486486,0.9090909090909092
1.6345945945945946,0.9090909090909092
1.6605405405405405,0.9090909090909092
1.6864864864864866,0.9090909090909092
1.7124324324324327,0.9090909090909092
1.7383783783783784,0.9090909090909092
1.7902702702702702,0.9415584415584416
1.8162162162162163,0.9415584415584416
1.842162162162162,0.974025974025974
1.8681081081081081,0.9415584415584416
1.894054054054054,0.9415584415584416
1.92,0.9090909090909092
1.9718918918918917,0.9090909090909092
1.9978378378378379,0.9090909090909092
2.0237837837837835,0.8766233766233766
2.0497297297297297,0.8766233766233766
2.075675675675676,0.8766233766233766
2.1016216216216215,0.8441558441558441
2.1275675675675676,0.8116883116883117
2.1794594594594594,0.7792207792207793
2.231351351351351,0.7792207792207793
2.2572972972972973,0.7467532467532467
2.283243243243243,0.7467532467532467
2.309189189189189,0.7142857142857142
2.3351351351351353,0.7142857142857142
2.361081081081081,0.6818181818181818
2.387027027027027,0.6818181818181818
2.412972972972973,0.6818181818181818
2.438918918918919,0.6818181818181818
2.464864864864865,0.6818181818181818
2.4908108108108107,0.6818181818181818
2.516756756756757,0.6818181818181818
2.5427027027027025,0.6818181818181818
2.5945945945945947,0.7142857142857142
2.6205405405405404,0.7467532467532467
2.6464864864864865,0.7467532467532467
2.6724324324324327,0.7467532467532467
2.6983783783783784,0.7467532467532467
2.7243243243243245,0.7467532467532467
2.75027027027027,0.9415584415584416
2.7762162162162163,0.974025974025974
2.802162162162162,0.974025974025974
2.828108108108108,0.974025974025974
2.854054054054054,0.974025974025974
2.88,0.974025974025974
2.905945945945946,0.974025974025974
2.931891891891892,0.974025974025974
2.957837837837838,0.974025974025974
2.983783783783784,1.0064935064935066
3.0097297297297296,1.0064935064935066
3.0356756756756758,1.0064935064935066
3.0616216216216214,1.0064935064935066
3.1135135135135137,1.0714285714285714
3.1394594594594594,1.103896103896104
3.165405405405406,1.103896103896104
3.1913513513513516,1.103896103896104
3.2432432432432434,1.103896103896104
3.269189189189189,1.103896103896104
3.2951351351351352,1.103896103896104
3.3470270270270266,1.1363636363636362
3.372972972972973,1.1363636363636362
3.4248648648648654,1.1688311688311688
3.450810810810811,1.2012987012987013
3.4767567567567568,1.2012987012987013
3.502702702702703,1.2012987012987013
3.5286486486486486,1.2012987012987013
3.5545945945945947,1.2012987012987013
3.5805405405405404,1.2012987012987013
3.606486486486486,1.2012987012987013
3.6324324324324326,1.2012987012987013
3.6583783783783783,1.2012987012987013
3.684324324324324,1.2012987012987013
3.7102702702702706,1.2012987012987013
3.7362162162162162,1.2012987012987013
3.7621621621621624,1.2337662337662338
3.8140540540540537,1.2337662337662338
